56.0 APEX_CODE,FINEST;APEX_PROFILING,FINEST;CALLOUT,FINEST;DB,FINEST;NBA,FINE;SYSTEM,FINE;VALIDATION,INFO;VISUALFORCE,FINER;WAVE,FINEST;WORKFLOW,FINER
05:52:02.0 (193756337)|HEAP_ALLOCATE|[12]|Bytes:48
05:52:02.0 (193795650)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.PO_PLACEMENT_TYPE_STRTP|"Short-Term Residenti (28 more) ..."
05:52:02.0 (193798576)|HEAP_ALLOCATE|[12]|Bytes:14
05:52:02.0 (193843653)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.PO_REASON_HOME_IS_UNSAFE|"Home is unsafe"
05:52:02.0 (193847064)|HEAP_ALLOCATE|[12]|Bytes:12
05:52:02.0 (193887608)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.PREGNANCY_END_REASON|"Giving Birth"
05:52:02.0 (193893124)|HEAP_ALLOCATE|[12]|Bytes:30
05:52:02.0 (193932370)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.PRESUMPTIVE_TRANSFER_FILING_OBJECT|"Presumptive_Transfer (10 more) ..."
05:52:02.0 (193935239)|HEAP_ALLOCATE|[12]|Bytes:23
05:52:02.0 (193974776)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.PRESUMPTIVE_TRANSFER_OBJECT|"Presumptive_Transfer (3 more) ..."
05:52:02.0 (193977890)|HEAP_ALLOCATE|[12]|Bytes:23
05:52:02.0 (194018124)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.PREVENT_APPROVED_DELETION|"preventApprovedDelet (3 more) ..."
05:52:02.0 (194021304)|HEAP_ALLOCATE|[12]|Bytes:30
05:52:02.0 (194059266)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.PREVENT_DELETION_END_DATED_ADDRESS|"preventDeletionEndDa (10 more) ..."
05:52:02.0 (194062046)|HEAP_ALLOCATE|[12]|Bytes:28
05:52:02.0 (194100539)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.PREVENT_RESIDENCE_2_ADDRESS_TYPE|"preventResidence2Add (8 more) ..."
05:52:02.0 (194103255)|HEAP_ALLOCATE|[12]|Bytes:34
05:52:02.0 (194140544)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.PREVENT_RESIDENCE_2_ADDRESS_TYPE_UPDATE|"preventResidence2Add (14 more) ..."
05:52:02.0 (194143292)|HEAP_ALLOCATE|[12]|Bytes:26
05:52:02.0 (194182068)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.PREVENT_UPDATE_RESIDENCE_TYPE|"preventUpdateResiden (6 more) ..."
05:52:02.0 (194184885)|HEAP_ALLOCATE|[12]|Bytes:30
05:52:02.0 (194225055)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.PREVIOUS_DOMESTIC_PARTNERSHIP|"PreviousDomesticPart (10 more) ..."
05:52:02.0 (194228353)|HEAP_ALLOCATE|[12]|Bytes:36
05:52:02.0 (194266979)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.PREVIOUS_DOMESTIC_PARTNERSHIP_NUMBER|"PreviousDomesticPart (16 more) ..."
05:52:02.0 (194270053)|HEAP_ALLOCATE|[12]|Bytes:21
05:52:02.0 (194309990)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.PRE_APPROVAL_TRAINING|"Pre-Approval Trainin (1 more) ..."
05:52:02.0 (194312835)|HEAP_ALLOCATE|[12]|Bytes:7
05:52:02.0 (194355927)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.PRIMARY|"Primary"
05:52:02.0 (194360683)|HEAP_ALLOCATE|[12]|Bytes:17
05:52:02.0 (194421378)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.PRIMARY_APPLICANT|"Primary Applicant"
05:52:02.0 (194425378)|HEAP_ALLOCATE|[12]|Bytes:14
05:52:02.0 (194498359)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.PRIMARY_NUMBER|"primary_number"
05:52:02.0 (194503206)|HEAP_ALLOCATE|[12]|Bytes:77
05:52:02.0 (194552606)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.PRIMARY_UNIT_ERROR|"A unit member can ha (57 more) ..."
05:52:02.0 (194556126)|HEAP_ALLOCATE|[12]|Bytes:17
05:52:02.0 (194599725)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.PRIMARY_WORKER_LOOKUP|"Primary_Worker__c"
05:52:02.0 (194626059)|HEAP_ALLOCATE|[12]|Bytes:7
05:52:02.0 (194671246)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.PRIORITY_INVALID|"Invalid"
05:52:02.0 (194674154)|HEAP_ALLOCATE|[12]|Bytes:3
05:52:02.0 (194717368)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.PRIORITY_LOW|"Low"
05:52:02.0 (194720262)|HEAP_ALLOCATE|[12]|Bytes:16
05:52:02.0 (194763339)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.PRIOR_ADOPTION|"Prior_Adoption_s"
05:52:02.0 (194766305)|HEAP_ALLOCATE|[12]|Bytes:34
05:52:02.0 (194808458)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.PRIOR_ADOPTION_AND_GUARDIANSHIP|"Prior_Adoption_and_G (14 more) ..."
05:52:02.0 (194811214)|HEAP_ALLOCATE|[12]|Bytes:90
05:52:02.0 (194852466)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.PRIOR_ADOPTION_EXISTS|"Prior Adoption(s) fi (70 more) ..."
05:52:02.0 (194855458)|HEAP_ALLOCATE|[12]|Bytes:20
05:52:02.0 (194900002)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.PRIOR_GUARDIANSHIP|"Prior_Guardianship_s"
05:52:02.0 (194904353)|HEAP_ALLOCATE|[12]|Bytes:98
05:52:02.0 (194962934)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.PRIOR_GUARDIANSHIP_EXISTS|"Prior Guardianship(s (78 more) ..."
05:52:02.0 (194969535)|HEAP_ALLOCATE|[12]|Bytes:24
05:52:02.0 (195022075)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.PROCESSCHILDSENSIRECORDS|"processChildSensiRec (4 more) ..."
05:52:02.0 (195026097)|HEAP_ALLOCATE|[12]|Bytes:17
05:52:02.0 (195067470)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.PROCESS_ALLEGATION_RECORD|"processAllegation"
05:52:02.0 (195070466)|HEAP_ALLOCATE|[12]|Bytes:18
05:52:02.0 (195111303)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.PROCESS_ALLEGATION_SAVE|"processSaveRecords"
05:52:02.0 (195114494)|HEAP_ALLOCATE|[12]|Bytes:23
05:52:02.0 (195158041)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.PROCESS_ALLEGATION_UPDATE|"processAllegationUpd (3 more) ..."
05:52:02.0 (195161132)|HEAP_ALLOCATE|[12]|Bytes:20
05:52:02.0 (195205093)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.PROCESS_SCREENINGPERSON_RECORD|"saveScreeningPersons"
05:52:02.0 (195208229)|HEAP_ALLOCATE|[12]|Bytes:22
05:52:02.0 (195250663)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.PROCESS_SCREENING_RECORD|"processScreeningReco (2 more) ..."
05:52:02.0 (195253439)|HEAP_ALLOCATE|[12]|Bytes:3
05:52:02.0 (195298615)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.PROGRESS_REPORTS_FAX_REQUEST_METHOD|"Fax"
05:52:02.0 (195301796)|HEAP_ALLOCATE|[12]|Bytes:18
05:52:02.0 (195343315)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.PROGRESS_REPORTS_OBJECT|"Progress_Report__c"
05:52:02.0 (195348893)|HEAP_ALLOCATE|[12]|Bytes:7
05:52:02.0 (195389701)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.PROGRESS_REPORTS_PENDING_STATUS|"Pending"
05:52:02.0 (195392640)|HEAP_ALLOCATE|[12]|Bytes:10
05:52:02.0 (195435291)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.PROPERTIES|"properties"
05:52:02.0 (195438361)|HEAP_ALLOCATE|[12]|Bytes:80
05:52:02.0 (195481315)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.PROSPECTIVE_GUARDIAN_ERROR|"Only 2 Persons with  (60 more) ..."
05:52:02.0 (195484296)|HEAP_ALLOCATE|[12]|Bytes:26
05:52:02.0 (195525547)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.PROSPECTIVE_LEGAL_GUARDIAN_ROLE|"Prospective Legal Gu (6 more) ..."
05:52:02.0 (195528419)|HEAP_ALLOCATE|[12]|Bytes:5
05:52:02.0 (195569686)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.PROVIDERID|"12345"
05:52:02.0 (195572650)|HEAP_ALLOCATE|[12]|Bytes:19
05:52:02.0 (195634759)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.PROVIDER_ADDRESS_OBJECT|"Provider_Address__c"
05:52:02.0 (195638404)|HEAP_ALLOCATE|[12]|Bytes:17
05:52:02.0 (195679982)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.PROVIDER_LOCATION_REC_TYPE_API|"Provider_Location"
05:52:02.0 (195682862)|HEAP_ALLOCATE|[12]|Bytes:21
05:52:02.0 (195727097)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.PROVIDER_ORG_REC_TYPE|"Provider_Organizatio (1 more) ..."
05:52:02.0 (195730372)|HEAP_ALLOCATE|[12]|Bytes:18
05:52:02.0 (195774198)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.PROVIDER_TYPE_OMNI|"ProviderSearchType"
05:52:02.0 (195777128)|HEAP_ALLOCATE|[12]|Bytes:21
05:52:02.0 (195817935)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.PSS_PERMISSION_SET|"PublicSectorAccessPS (1 more) ..."
05:52:02.0 (195820842)|HEAP_ALLOCATE|[12]|Bytes:23
05:52:02.0 (195862708)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.PSYCHOTROPIC_MEDICATION|"Psychotropic Medicat (3 more) ..."
05:52:02.0 (195866111)|HEAP_ALLOCATE|[12]|Bytes:23
05:52:02.0 (195910946)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.PUBLICCOMPLAINT_LINK|"{!PublicComplaint.Li (3 more) ..."
05:52:02.0 (195913836)|HEAP_ALLOCATE|[12]|Bytes:23
05:52:02.0 (195954283)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.PUBLICCOMPLAINT_NAME|"{!PublicComplaint.Na (3 more) ..."
05:52:02.0 (195957223)|HEAP_ALLOCATE|[12]|Bytes:15
05:52:02.0 (196003678)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.PUBLIC_COMPLAINT_OBJ|"PublicComplaint"
05:52:02.0 (196007293)|HEAP_ALLOCATE|[12]|Bytes:25
05:52:02.0 (196049883)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.QI_ASESSMENT_DISAPPROVES|"QI Assessment Disapp (5 more) ..."
05:52:02.0 (196055496)|HEAP_ALLOCATE|[12]|Bytes:30
05:52:02.0 (196098583)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.QI_FLAG_FIELD|"QI_Assessment_Doc_Ge (10 more) ..."
05:52:02.0 (196101935)|HEAP_ALLOCATE|[12]|Bytes:45
05:52:02.0 (196145926)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.QUERIESALLOWED|"1. SOQL Queries used (25 more) ..."
05:52:02.0 (196148959)|HEAP_ALLOCATE|[12]|Bytes:6
05:52:02.0 (196190881)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.QUERYSTR|"query="
05:52:02.0 (196193826)|HEAP_ALLOCATE|[12]|Bytes:9
05:52:02.0 (196236026)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.QUERY_SELECT_ID|"Select Id"
05:52:02.0 (196238897)|HEAP_ALLOCATE|[12]|Bytes:5
05:52:02.0 (196279006)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.QUEUE|"Queue"
05:52:02.0 (196282057)|HEAP_ALLOCATE|[12]|Bytes:6
05:52:02.0 (196321645)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.QUOTE|"&quot;"
05:52:02.0 (196324550)|HEAP_ALLOCATE|[12]|Bytes:5
05:52:02.0 (196364630)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.RACE|"White"
05:52:02.0 (196367746)|HEAP_ALLOCATE|[12]|Bytes:19
05:52:02.0 (196410934)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.RACE_ETHNICITY_UNABLE_TO_DETERMINE|"Unable to Determine"
05:52:02.0 (196414330)|HEAP_ALLOCATE|[12]|Bytes:5
05:52:02.0 (196456324)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.RACE_VALUE|"White"
05:52:02.0 (196459243)|HEAP_ALLOCATE|[12]|Bytes:9
05:52:02.0 (196501617)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.RANDOM_STRING1|"ajsdhbkas"
05:52:02.0 (196504676)|HEAP_ALLOCATE|[12]|Bytes:7
05:52:02.0 (196545107)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.RANDOM_STRING2|"qwenjas"
05:52:02.0 (196547879)|HEAP_ALLOCATE|[12]|Bytes:8
05:52:02.0 (196587652)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.RANDOM_STRING3|"mnfdvjis"
05:52:02.0 (196590705)|HEAP_ALLOCATE|[12]|Bytes:5
05:52:02.0 (196651599)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.RANGE|"Range"
05:52:02.0 (196655426)|HEAP_ALLOCATE|[12]|Bytes:7
05:52:02.0 (196701050)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.RATE_API_NAME|"Rate__c"
05:52:02.0 (196704232)|HEAP_ALLOCATE|[12]|Bytes:12
05:52:02.0 (196750510)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.RATIONALE|"Rationale__c"
05:52:02.0 (196753793)|HEAP_ALLOCATE|[12]|Bytes:4
05:52:02.0 (196803008)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.READ_ACCESS|"Read"
05:52:02.0 (196805790)|HEAP_ALLOCATE|[12]|Bytes:22
05:52:02.0 (196851814)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.REASON_FOR_CALL|"Abuse/Neglect Referr (2 more) ..."
05:52:02.0 (196854941)|HEAP_ALLOCATE|[12]|Bytes:16
05:52:02.0 (196901138)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.REASON_FOR_END_DATE|"Entered in error"
05:52:02.0 (196904007)|HEAP_ALLOCATE|[12]|Bytes:18
05:52:02.0 (196952541)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.REASON_FOR_END_DATE_VALUE|"No longer employed"
05:52:02.0 (196956916)|HEAP_ALLOCATE|[12]|Bytes:28
05:52:02.0 (197013916)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.REASON_FOR_NOT_ATTENDING_PICKLIST_VALUE|"Inappropriate subjec (8 more) ..."
05:52:02.0 (197019061)|HEAP_ALLOCATE|[12]|Bytes:8
05:52:02.0 (197069094)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.REASON_FOR_NOT_ATTENDING_PICKLIST_VALUE_DECEASED|"Deceased"
05:52:02.0 (197072377)|HEAP_ALLOCATE|[12]|Bytes:11
05:52:02.0 (197115934)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.REASON_FOR_REMOVAL|"NMD Reentry"
05:52:02.0 (197118776)|HEAP_ALLOCATE|[12]|Bytes:14
05:52:02.0 (197162654)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.REASON_PLACEMENT|"Child Abducted"
05:52:02.0 (197168782)|HEAP_ALLOCATE|[12]|Bytes:11
05:52:02.0 (197212706)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.REASON_REMOVAL|"NMD Reentry"
05:52:02.0 (197215639)|HEAP_ALLOCATE|[12]|Bytes:8
05:52:02.0 (197258888)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.RECALLED|"Recalled"
05:52:02.0 (197261748)|HEAP_ALLOCATE|[12]|Bytes:28
05:52:02.0 (197306010)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.RECEIVED_DATE|"Application_Received (8 more) ..."
05:52:02.0 (197309264)|HEAP_ALLOCATE|[12]|Bytes:11
05:52:02.0 (197352650)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.RECIPIENTID|"recipientId"
05:52:02.0 (197355953)|HEAP_ALLOCATE|[12]|Bytes:25
05:52:02.0 (197401877)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.RECIPIENT_NAME|"Sample Document Reci (5 more) ..."
05:52:02.0 (197406794)|HEAP_ALLOCATE|[12]|Bytes:8
05:52:02.0 (197450324)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.RECORDID|"recordId"
05:52:02.0 (197453234)|HEAP_ALLOCATE|[12]|Bytes:55
05:52:02.0 (197498734)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.RECORDSQUERIEDSTRING|"2. Number of records (35 more) ..."
05:52:02.0 (197502230)|HEAP_ALLOCATE|[12]|Bytes:4
05:52:02.0 (197548527)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.RECORD_ALERT_INFO_SEVERITY|"Info"
05:52:02.0 (197551873)|HEAP_ALLOCATE|[12]|Bytes:16
05:52:02.0 (197594934)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.RECORD_ID_FETCHER|"recordIdFectcher"
05:52:02.0 (197597859)|HEAP_ALLOCATE|[12]|Bytes:33
05:52:02.0 (197663116)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.RECORD_INSERTED|"Records should have  (13 more) ..."
05:52:02.0 (197667008)|HEAP_ALLOCATE|[12]|Bytes:19
05:52:02.0 (197711623)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.RECORD_TO_BE_INSERTED_STRING|"recordTobeInserteds"
05:52:02.0 (197714581)|HEAP_ALLOCATE|[12]|Bytes:8
05:52:02.0 (197787170)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.RECORD_TYPE|"Petition"
05:52:02.0 (197791663)|HEAP_ALLOCATE|[12]|Bytes:14
05:52:02.0 (197844198)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.RECORD_TYPE_ID|"record_type_id"
05:52:02.0 (197847472)|HEAP_ALLOCATE|[12]|Bytes:16
05:52:02.0 (197895355)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.REFERENCEADDRESS|"ReferenceAddress"
05:52:02.0 (197898221)|HEAP_ALLOCATE|[12]|Bytes:33
05:52:02.0 (197943937)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.REFERENCE_EMAIL_TEMPLATE|"CARES EN Reference E (13 more) ..."
05:52:02.0 (197950157)|HEAP_ALLOCATE|[12]|Bytes:15
05:52:02.0 (197993865)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.REFERENCE_LETTER|"ReferenceLetter"
05:52:02.0 (197997274)|HEAP_ALLOCATE|[12]|Bytes:30
05:52:02.0 (198040999)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.REFERENCE_LETTER_SUBJECT|"Character Reference  (10 more) ..."
05:52:02.0 (198044594)|HEAP_ALLOCATE|[12]|Bytes:9
05:52:02.0 (198085941)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.REFERENCE_RELATEDADDTYPE|"Reference"
05:52:02.0 (198088816)|HEAP_ALLOCATE|[12]|Bytes:23
05:52:02.0 (198136606)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.REGENERATE_BCIA_8583|"Regenerate_BCIA_8583 (3 more) ..."
05:52:02.0 (198139752)|HEAP_ALLOCATE|[12]|Bytes:18
05:52:02.0 (198184070)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.REGENERATE_BCIA_8583_LABEL|"RegenerateBCIA8583"
05:52:02.0 (198187252)|HEAP_ALLOCATE|[12]|Bytes:14
05:52:02.0 (198231982)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.REGEN_BCIA8583_DOC_NAME|"regen-bcia8583"
05:52:02.0 (198235083)|HEAP_ALLOCATE|[12]|Bytes:3
05:52:02.0 (198282532)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.REIMBURSEMENT_NEEDED|"Yes"
05:52:02.0 (198285602)|HEAP_ALLOCATE|[12]|Bytes:6
05:52:02.0 (198335046)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.REJECT|"Reject"
05:52:02.0 (198337991)|HEAP_ALLOCATE|[12]|Bytes:8
05:52:02.0 (198395024)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.REJECTED|"Rejected"
05:52:02.0 (198398613)|HEAP_ALLOCATE|[12]|Bytes:10
05:52:02.0 (198446457)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.RELATEDADD_ADDRESS|"Address__c"
05:52:02.0 (198449394)|HEAP_ALLOCATE|[12]|Bytes:27
05:52:02.0 (198495730)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.RELATEDADD_ARP|"ApplicationRelatedPe (7 more) ..."
05:52:02.0 (198498602)|HEAP_ALLOCATE|[12]|Bytes:23
05:52:02.0 (198544106)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.RELATEDADD_RELATEDADDTYPE|"Related_Address_Type (3 more) ..."
05:52:02.0 (198547003)|HEAP_ALLOCATE|[12]|Bytes:22
05:52:02.0 (198591996)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.RELATED_PERSON_TYPE|"Related_Person_Type_ (2 more) ..."
05:52:02.0 (198594891)|HEAP_ALLOCATE|[12]|Bytes:8
05:52:02.0 (198660158)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.RELATIONSHIP_TO_CHILD|"Attorney"
05:52:02.0 (198664000)|HEAP_ALLOCATE|[12]|Bytes:22
05:52:02.0 (198710032)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.RELEASE_OF_INFORMATION|"Release of Informati (2 more) ..."
05:52:02.0 (198715621)|HEAP_ALLOCATE|[12]|Bytes:10
05:52:02.0 (198760268)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.REMOVAL|"Removal__c"
05:52:02.0 (198781550)|HEAP_ALLOCATE|[12]|Bytes:9
05:52:02.0 (198830048)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.REQUESTED|"Requested"
05:52:02.0 (198832966)|HEAP_ALLOCATE|[12]|Bytes:25
05:52:02.0 (198881566)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.REQUESTED_ITEM_SERVICE_OBJECT|"Requested_Item_Servi (5 more) ..."
05:52:02.0 (198884508)|HEAP_ALLOCATE|[12]|Bytes:20
05:52:02.0 (198938501)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.REQUEST_FOR_SERVICES|"Request for Services"
05:52:02.0 (198941653)|HEAP_ALLOCATE|[12]|Bytes:16
05:52:02.0 (198988898)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.REQUEST_NOT_SENT_ELIGIBILITY_STATUS|"Request Not Sent"
05:52:02.0 (198992286)|HEAP_ALLOCATE|[12]|Bytes:19
05:52:02.0 (199038843)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.REQUEST_TYPE_ELIGIBILITY_REQUEST|"Eligibility Request"
05:52:02.0 (199042681)|HEAP_ALLOCATE|[12]|Bytes:23
05:52:02.0 (199090692)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.RESCHEDULED_BY_ATTENDEE|"Rescheduled by Atten (3 more) ..."
05:52:02.0 (199093599)|HEAP_ALLOCATE|[12]|Bytes:11
05:52:02.0 (199144556)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.RESERIALIZE_KEY|"reserialize"
05:52:02.0 (199147593)|HEAP_ALLOCATE|[12]|Bytes:9
05:52:02.0 (199194652)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.RESIDENCE|"Residence"
05:52:02.0 (199197634)|HEAP_ALLOCATE|[12]|Bytes:11
05:52:02.0 (199245522)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.RESIDENCE2|"Residence 2"
05:52:02.0 (199248430)|HEAP_ALLOCATE|[12]|Bytes:36
05:52:02.0 (199294853)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.RESIDENCE_ERROR|"Active residence typ (16 more) ..."
05:52:02.0 (199297927)|HEAP_ALLOCATE|[12]|Bytes:8
05:52:02.0 (199344632)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.RESPONSE|"response"
05:52:02.0 (199347679)|HEAP_ALLOCATE|[12]|Bytes:16
05:52:02.0 (199394238)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.RESPONSE_TYPE|"Response_Type__c"
05:52:02.0 (199397255)|HEAP_ALLOCATE|[12]|Bytes:32
05:52:02.0 (199443037)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.RESTRAINING_ORDER_INFORMATION|"Restraining_Order_In (12 more) ..."
05:52:02.0 (199445883)|HEAP_ALLOCATE|[12]|Bytes:11
05:52:02.0 (199493294)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.RESUBMITTED|"Resubmitted"
05:52:02.0 (199498958)|HEAP_ALLOCATE|[12]|Bytes:28
05:52:02.0 (199546774)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.RESUBMITTED_CASE_CLOSURE|"Resubmitted for Case (8 more) ..."
05:52:02.0 (199549668)|HEAP_ALLOCATE|[12]|Bytes:25
05:52:02.0 (199599592)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.RESUBMITTED_CASE_OPEN|"Resubmitted for Case (5 more) ..."
05:52:02.0 (199602732)|HEAP_ALLOCATE|[12]|Bytes:32
05:52:02.0 (199677290)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.RESUBMITTED_FOR_PATHWAY_APPROVAL|"Resubmitted for Path (12 more) ..."
05:52:02.0 (199681043)|HEAP_ALLOCATE|[12]|Bytes:5
05:52:02.0 (199730735)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.RETURN_ERROR|"error"
05:52:02.0 (199733650)|HEAP_ALLOCATE|[12]|Bytes:10
05:52:02.0 (199782110)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.RETURN_NO_RECORD_ID|"NoRecordId"
05:52:02.0 (199785121)|HEAP_ALLOCATE|[12]|Bytes:7
05:52:02.0 (199834677)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.RETURN_SUCCESS|"Success"
05:52:02.0 (199837737)|HEAP_ALLOCATE|[12]|Bytes:23
05:52:02.0 (199886662)|VARIABLE_ASSIGNMENT|[12]|CARES_AppConstants.RETURN_WARRANT_TO_COURT|"Return Warrant to Co (3 more) ..."
05:52:02.0 (199889807)|HEAP_ALLOCATE|[12]|Bytes:24
