61.0 APEX_CODE,FINEST;APEX_PROFILING,FINEST;CALLOUT,FINEST;DB,FINEST;NBA,INFO;SYSTEM,FINE;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,FINER
00:39:12.0 (135543724)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.CONFLICT_RESOLUTION|"Conflict Resolution"
00:39:12.0 (135546556)|HEAP_ALLOCATE|[35]|Bytes:37
00:39:12.0 (135562566)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.CONGREGATEASSESSMENT|"SDM Congregate Care  (17 more) ..."
00:39:12.0 (135565342)|HEAP_ALLOCATE|[35]|Bytes:16
00:39:12.0 (135579816)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.CONST_NO_RESULTS|"No results found"
00:39:12.0 (135582613)|HEAP_ALLOCATE|[35]|Bytes:7
00:39:12.0 (135597257)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.CONTACT|"Contact"
00:39:12.0 (135600011)|HEAP_ALLOCATE|[35]|Bytes:18
00:39:12.0 (135616150)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.CONTACTACCESSLEVEL|"ContactAccessLevel"
00:39:12.0 (135618948)|HEAP_ALLOCATE|[35]|Bytes:9
00:39:12.0 (135634098)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.CONTACTID|"ContactId"
00:39:12.0 (135636852)|HEAP_ALLOCATE|[35]|Bytes:14
00:39:12.0 (135651728)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.CONTACT_LOG|"Contact_Log__c"
00:39:12.0 (135654611)|HEAP_ALLOCATE|[35]|Bytes:13
00:39:12.0 (135669235)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.CONTACT_LOG_IDS_STRING|"contactLogIds"
00:39:12.0 (135672067)|HEAP_ALLOCATE|[35]|Bytes:18
00:39:12.0 (135688692)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.CONTACT_LOG_INSERTED_STRING|"contactLogInserted"
00:39:12.0 (135691605)|HEAP_ALLOCATE|[35]|Bytes:21
00:39:12.0 (135706478)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.CONTACT_LOG_MEMBER_OBJECT_API_NAME|"Contact_Log_Member__ (1 more) ..."
00:39:12.0 (135709195)|HEAP_ALLOCATE|[35]|Bytes:14
00:39:12.0 (135739487)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.CONTACT_METHOD|"Contact Method"
00:39:12.0 (135742362)|HEAP_ALLOCATE|[35]|Bytes:12
00:39:12.0 (135757326)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.CONTACT_NOTE|"Contact Note"
00:39:12.0 (135760116)|HEAP_ALLOCATE|[35]|Bytes:14
00:39:12.0 (135776194)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.CONTACT_PURPOSE|"Tribal Inquiry"
00:39:12.0 (135778885)|HEAP_ALLOCATE|[35]|Bytes:55
00:39:12.0 (135794227)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.CONTACT_PURPOSE_RESOURCE_FAMLIY|"Investigation Interv (35 more) ..."
00:39:12.0 (135797742)|HEAP_ALLOCATE|[35]|Bytes:12
00:39:12.0 (135812496)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.CONTACT_SHARE|"ContactShare"
00:39:12.0 (135815352)|HEAP_ALLOCATE|[35]|Bytes:12
00:39:12.0 (135830006)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.CONTENT_TYPE|"Content-Type"
00:39:12.0 (135832667)|HEAP_ALLOCATE|[35]|Bytes:9
00:39:12.0 (135847322)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.CONTESTED|"Contested"
00:39:12.0 (135850057)|HEAP_ALLOCATE|[35]|Bytes:9
00:39:12.0 (135865434)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.CONTEXT_ID|"ContextId"
00:39:12.0 (135868114)|HEAP_ALLOCATE|[35]|Bytes:23
00:39:12.0 (135883925)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.CONVERTED_RECORD_DELETION|"convertedRecordDelet (3 more) ..."
00:39:12.0 (135886936)|HEAP_ALLOCATE|[35]|Bytes:62
00:39:12.0 (135902945)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.CONVERTED_RECORD_ERROR|"Contacts added durin (42 more) ..."
00:39:12.0 (135905808)|HEAP_ALLOCATE|[35]|Bytes:17
00:39:12.0 (135921491)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.CORRESPONDENCE|"Correspondence__c"
00:39:12.0 (135924202)|HEAP_ALLOCATE|[35]|Bytes:10
00:39:12.0 (135939088)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.COUNTRY_CD|"Country_Cd"
00:39:12.0 (135941795)|HEAP_ALLOCATE|[35]|Bytes:10
00:39:12.0 (135956696)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.COUNTY|"California"
00:39:12.0 (135959579)|HEAP_ALLOCATE|[35]|Bytes:26
00:39:12.0 (135975559)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.COUNTY_AGENCY_STAFF_WORKER|"County Agency/Staff  (6 more) ..."
00:39:12.0 (135978439)|HEAP_ALLOCATE|[35]|Bytes:12
00:39:12.0 (135993965)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.COUNTY_CONTRA_COSTA|"Contra Costa"
00:39:12.0 (135996734)|HEAP_ALLOCATE|[35]|Bytes:16
00:39:12.0 (136012311)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.COUNTY_FILTER|" AND County__c ="
00:39:12.0 (136015676)|HEAP_ALLOCATE|[35]|Bytes:15
00:39:12.0 (136030814)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.COUNTY_SERVED|"Counties Served"
00:39:12.0 (136033515)|HEAP_ALLOCATE|[35]|Bytes:8
00:39:12.0 (136048445)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.COUNTY_VALUE|" county "
00:39:12.0 (136051164)|HEAP_ALLOCATE|[35]|Bytes:26
00:39:12.0 (136066535)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.COUNT_FAMILY_TRANSFER_RECORDS|"countFamilyTransferR (6 more) ..."
00:39:12.0 (136069231)|HEAP_ALLOCATE|[35]|Bytes:10
00:39:12.0 (136084437)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.COURT_CASE_MODULE|"Court Case"
00:39:12.0 (136087192)|HEAP_ALLOCATE|[35]|Bytes:13
00:39:12.0 (136102387)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.COURT_CASE_OBJECT|"Court_Case__c"
00:39:12.0 (136105111)|HEAP_ALLOCATE|[35]|Bytes:21
00:39:12.0 (136121491)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.COURT_MINUTE_ORDER|"Court_Minute_Order__ (1 more) ..."
00:39:12.0 (136124220)|HEAP_ALLOCATE|[35]|Bytes:26
00:39:12.0 (136140081)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.COURT_MINUTE_ORDER_SERVICE|"Court Minute Order S (6 more) ..."
00:39:12.0 (136142997)|HEAP_ALLOCATE|[35]|Bytes:15
00:39:12.0 (136158460)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.COURT_REPORT|"Court_Report__c"
00:39:12.0 (136161105)|HEAP_ALLOCATE|[35]|Bytes:25
00:39:12.0 (136176962)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.COURT_REPORT_CLASS|"CARES_CourtReportsSe (5 more) ..."
00:39:12.0 (136179681)|HEAP_ALLOCATE|[35]|Bytes:27
00:39:12.0 (136197386)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.COURT_RULING_UPDATE|"Warrant Court Ruling (7 more) ..."
00:39:12.0 (136200308)|HEAP_ALLOCATE|[35]|Bytes:5
00:39:12.0 (136216118)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.COURT_VALUE|"Court"
00:39:12.0 (136218936)|HEAP_ALLOCATE|[35]|Bytes:29
00:39:12.0 (136235575)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.COURT_WORK_ITEM_COURT_CASE_OBJECT|"Court_Work_Item_Cour (9 more) ..."
00:39:12.0 (136238322)|HEAP_ALLOCATE|[35]|Bytes:24
00:39:12.0 (136254862)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.COURT_WORK_ITEM_FOLIO_OBJECT|"Court_Work_Item_Foli (4 more) ..."
00:39:12.0 (136257856)|HEAP_ALLOCATE|[35]|Bytes:18
00:39:12.0 (136273943)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.COURT_WORK_ITEM_OBJECT|"Court_Work_Item__c"
00:39:12.0 (136276733)|HEAP_ALLOCATE|[35]|Bytes:4
00:39:12.0 (136292766)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.COURT_WORK_ITEM_PARTICIPANT_NAME|"name"
00:39:12.0 (136295900)|HEAP_ALLOCATE|[35]|Bytes:30
00:39:12.0 (136311718)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.COURT_WORK_ITEM_PARTICIPANT_OBJECT|"Court_Work_Item_Part (10 more) ..."
00:39:12.0 (136314509)|HEAP_ALLOCATE|[35]|Bytes:6
00:39:12.0 (136329693)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.COURT_WORK_ITEM_PARTICIPANT_SID|"record"
00:39:12.0 (136332433)|HEAP_ALLOCATE|[35]|Bytes:26
00:39:12.0 (136348242)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.COURT_WORK_ITEM_SERVICE_CLASS|"CARES_CourtWorkItemS (6 more) ..."
00:39:12.0 (136351024)|HEAP_ALLOCATE|[35]|Bytes:76
00:39:12.0 (136367555)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.CPUTIMESTRING|"4. Amount of CPU tim (56 more) ..."
00:39:12.0 (136370744)|HEAP_ALLOCATE|[35]|Bytes:7
00:39:12.0 (136387849)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.CREATED|"Created"
00:39:12.0 (136390756)|HEAP_ALLOCATE|[35]|Bytes:12
00:39:12.0 (136406818)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.CREATEDEATID|"CreatedEATId"
00:39:12.0 (136409729)|HEAP_ALLOCATE|[35]|Bytes:25
00:39:12.0 (136426218)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.CREATE_CLONED_HEARING_RECORD|"createClonedHearingR (5 more) ..."
00:39:12.0 (136429022)|HEAP_ALLOCATE|[35]|Bytes:23
00:39:12.0 (136445104)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.CREATE_CONTACT_LOG_MEMBERS_METHOD_NAME|"createContactLogMemb (3 more) ..."
00:39:12.0 (136447973)|HEAP_ALLOCATE|[35]|Bytes:15
00:39:12.0 (136464347)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.CREATE_EXCEPTION|"createException"
00:39:12.0 (136467096)|HEAP_ALLOCATE|[35]|Bytes:24
00:39:12.0 (136483625)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.CREATE_INVESTIGATION|"createFolioInvestiga (4 more) ..."
00:39:12.0 (136486613)|HEAP_ALLOCATE|[35]|Bytes:16
00:39:12.0 (136503086)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.CREATE_NEW_ADDRESS|"createNewAddress"
00:39:12.0 (136505880)|HEAP_ALLOCATE|[35]|Bytes:21
00:39:12.0 (136521806)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.CREATE_SCRP_METHOD|"createScreeningPerso (1 more) ..."
00:39:12.0 (136524528)|HEAP_ALLOCATE|[35]|Bytes:27
00:39:12.0 (136541190)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.CREATE_USABLE_MOTIF_MAP|"createUsableNotifica (7 more) ..."
00:39:12.0 (136544006)|HEAP_ALLOCATE|[35]|Bytes:13
00:39:12.0 (136560569)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.CREDENTIAL|"Credential__c"
00:39:12.0 (136563296)|HEAP_ALLOCATE|[35]|Bytes:16
00:39:12.0 (136580440)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.CROSSREPORTRFA|"Cross_Report_RFA"
00:39:12.0 (136583851)|HEAP_ALLOCATE|[35]|Bytes:12
00:39:12.0 (136600126)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.CROSS_REPORT|"Cross_Report"
00:39:12.0 (136602780)|HEAP_ALLOCATE|[35]|Bytes:16
00:39:12.0 (136619128)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.CROSS_REPORT_RFA|"Cross Report RFA"
00:39:12.0 (136621840)|HEAP_ALLOCATE|[35]|Bytes:32
00:39:12.0 (136638908)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.CRTICALINCIDENTDESKEMAIL|"CFSDCriticalIncident (12 more) ..."
00:39:12.0 (136642202)|HEAP_ALLOCATE|[35]|Bytes:7
00:39:12.0 (136658609)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.CSEC|"CSEC__c"
00:39:12.0 (136661304)|HEAP_ALLOCATE|[35]|Bytes:24
00:39:12.0 (136678115)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.CSEC_CROSS_REP_LAW_CURR|"Cross_Reported_to_La (4 more) ..."
00:39:12.0 (136680833)|HEAP_ALLOCATE|[35]|Bytes:41
00:39:12.0 (136698665)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.CSEC_CROSS_REP_LAW_PAST|"Cross_Reported_to_La (21 more) ..."
00:39:12.0 (136701642)|HEAP_ALLOCATE|[35]|Bytes:38
00:39:12.0 (136736314)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.CSEC_CURR_LAWENF_AGN|"Law_Enforcement_Agen (18 more) ..."
00:39:12.0 (136739538)|HEAP_ALLOCATE|[35]|Bytes:31
00:39:12.0 (136756528)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.CSEC_CURR_POL_NUM|"Current_Police_Repor (11 more) ..."
00:39:12.0 (136759479)|HEAP_ALLOCATE|[35]|Bytes:42
00:39:12.0 (136776628)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.CSEC_CURR_VIC_CROSS_REP_DATE|"Current_Victimizatio (22 more) ..."
00:39:12.0 (136779395)|HEAP_ALLOCATE|[35]|Bytes:11
00:39:12.0 (136795901)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.CSEC_ENDDATE|"End_Date__c"
00:39:12.0 (136798613)|HEAP_ALLOCATE|[35]|Bytes:30
00:39:12.0 (136816119)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.CSEC_FACILITY|"Facility_for_Childre (10 more) ..."
00:39:12.0 (136818950)|HEAP_ALLOCATE|[35]|Bytes:41
00:39:12.0 (136836375)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.CSEC_JUSTIFICATION|"Worker_Supervisor_Up (21 more) ..."
00:39:12.0 (136839054)|HEAP_ALLOCATE|[35]|Bytes:26
00:39:12.0 (136856514)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.CSEC_NARRATIVE|"CSEC_Specific_Narrat (6 more) ..."
00:39:12.0 (136859330)|HEAP_ALLOCATE|[35]|Bytes:43
00:39:12.0 (136876489)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.CSEC_PAST_LAWENF_AGN|"Past_Law_Enforcement (23 more) ..."
00:39:12.0 (136879368)|HEAP_ALLOCATE|[35]|Bytes:28
00:39:12.0 (136896308)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.CSEC_PAST_POL_NUM|"Past_Police_Report_N (8 more) ..."
00:39:12.0 (136899091)|HEAP_ALLOCATE|[35]|Bytes:39
00:39:12.0 (136915787)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.CSEC_PAST_VIC_CROSS_REP_DATE|"Past_Victimization_C (19 more) ..."
00:39:12.0 (136918529)|HEAP_ALLOCATE|[35]|Bytes:13
00:39:12.0 (136935359)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.CSEC_STARTDATE|"Start_Date__c"
00:39:12.0 (136938100)|HEAP_ALLOCATE|[35]|Bytes:12
00:39:12.0 (136954988)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.CSEC_TYPE|"CSEC_Type__c"
00:39:12.0 (136957727)|HEAP_ALLOCATE|[35]|Bytes:37
00:39:12.0 (136975330)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.CSEC_VIC_AT_TIME_CURR|"CSEC_Victim_During_C (17 more) ..."
00:39:12.0 (136978054)|HEAP_ALLOCATE|[35]|Bytes:34
00:39:12.0 (136994678)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.CSEC_VIC_AT_TIME_PAST|"CSEC_Victim_Anytime_ (14 more) ..."
00:39:12.0 (136997521)|HEAP_ALLOCATE|[35]|Bytes:33
00:39:12.0 (137014770)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.CSEC_VIC_AT_TIME_REM|"CSEC_Victim_at_Time_ (13 more) ..."
00:39:12.0 (137018072)|HEAP_ALLOCATE|[35]|Bytes:30
00:39:12.0 (137035810)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.CURRENT_EDUCATIONAL_CONTACT|"Current_Educational_ (10 more) ..."
00:39:12.0 (137038625)|HEAP_ALLOCATE|[35]|Bytes:28
00:39:12.0 (137056140)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.CURRENT_STAGE|"Application_Current_ (8 more) ..."
00:39:12.0 (137058909)|HEAP_ALLOCATE|[35]|Bytes:15
00:39:12.0 (137075948)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.CUSTOM_ICON_TRIBAL_AFIILIATION|"custom:custom61"
00:39:12.0 (137078793)|HEAP_ALLOCATE|[35]|Bytes:21
00:39:12.0 (137096672)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.CWIAPI|"Court_Work_Item_ID__ (1 more) ..."
00:39:12.0 (137099516)|HEAP_ALLOCATE|[35]|Bytes:12
00:39:12.0 (137116742)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.CWS|"123838393383"
00:39:12.0 (137119546)|HEAP_ALLOCATE|[35]|Bytes:37
00:39:12.0 (137138028)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.CWS_REQ_MODIFICATION_NOTIF|"Court Work Item Requ (17 more) ..."
00:39:12.0 (137140841)|HEAP_ALLOCATE|[35]|Bytes:4
00:39:12.0 (137157656)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.DATA|"data"
00:39:12.0 (137160468)|HEAP_ALLOCATE|[35]|Bytes:17
00:39:12.0 (137177850)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.DATA_IDENTIFIER_NAME|"correspondence_id"
00:39:12.0 (137180621)|HEAP_ALLOCATE|[35]|Bytes:8
00:39:12.0 (137197563)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.DATA_IDENTIFIER_NAME_FOLIO|"folio_id"
00:39:12.0 (137200376)|HEAP_ALLOCATE|[35]|Bytes:20
00:39:12.0 (137219524)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.DATA_IDENTIFIER_NAME_KEY|"data_identifier_name"
00:39:12.0 (137222426)|HEAP_ALLOCATE|[35]|Bytes:12
00:39:12.0 (137239737)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.DATA_IDENTIFIER_NAME_SCREENING|"screening_id"
00:39:12.0 (137242488)|HEAP_ALLOCATE|[35]|Bytes:21
00:39:12.0 (137261750)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.DATA_IDENTIFIER_VALUE_KEY|"data_identifier_valu (1 more) ..."
00:39:12.0 (137264497)|HEAP_ALLOCATE|[35]|Bytes:16
00:39:12.0 (137282432)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.DATA_PIPELINE_FLAG|"DataPipelineFlag"
00:39:12.0 (137285199)|HEAP_ALLOCATE|[35]|Bytes:4
00:39:12.0 (137304219)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.DATEFORMAT|"EEEE"
00:39:12.0 (137306935)|HEAP_ALLOCATE|[35]|Bytes:10
00:39:12.0 (137324599)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.DATE_FORMAT|"MM/dd/yyyy"
00:39:12.0 (137327314)|HEAP_ALLOCATE|[35]|Bytes:16
00:39:12.0 (137345017)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.DATE_FORMAT1|"M/d/yyyy, h:mm a"
00:39:12.0 (137347708)|HEAP_ALLOCATE|[35]|Bytes:20
00:39:12.0 (137365019)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.DATE_FORMAT2|"MMM dd, yyyy hh:mm a"
00:39:12.0 (137367800)|HEAP_ALLOCATE|[35]|Bytes:19
00:39:12.0 (137385382)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.DATE_FORMAT_MM_DD_YYY|"MM/dd/yyyy, hh:mm a"
00:39:12.0 (137388299)|HEAP_ALLOCATE|[35]|Bytes:33
00:39:12.0 (137405869)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.DATE_OF_CERTIFICATE_SUBMISSION|"Date_of_Certificate_ (13 more) ..."
00:39:12.0 (137419621)|HEAP_ALLOCATE|[35]|Bytes:31
00:39:12.0 (137439323)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.DATE_QUESTIONNAIRE_COMPLETED|"Date_Questionnaire_C (11 more) ..."
00:39:12.0 (137442265)|HEAP_ALLOCATE|[35]|Bytes:9
00:39:12.0 (137460305)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.DATE_SENT|"Date Sent"
00:39:12.0 (137467390)|HEAP_ALLOCATE|[35]|Bytes:25
00:39:12.0 (137486815)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.DATE_TIME_OF_SURRENDER|"Date_Time_of_Surrend (5 more) ..."
00:39:12.0 (137489752)|HEAP_ALLOCATE|[35]|Bytes:14
00:39:12.0 (137508194)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.DEFAULT_EMAILADDRESS|"no-reply CARES"
00:39:12.0 (137511205)|HEAP_ALLOCATE|[35]|Bytes:10
00:39:12.0 (137530061)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.DEFICIENCY_OBJ|"Deficiency"
00:39:12.0 (137532881)|HEAP_ALLOCATE|[35]|Bytes:6
00:39:12.0 (137550716)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.DELETE_BG|"Delete"
00:39:12.0 (137553450)|HEAP_ALLOCATE|[35]|Bytes:45
00:39:12.0 (137571710)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.DELETE_ERROR_MESSAGE|"You do not have acce (25 more) ..."
00:39:12.0 (137574690)|HEAP_ALLOCATE|[35]|Bytes:6
00:39:12.0 (137622732)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.DELETE_MODULE|"Delete"
00:39:12.0 (137626281)|HEAP_ALLOCATE|[35]|Bytes:21
00:39:12.0 (137645467)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.DELETE_SCREENINGPERSON_RECORD|"deleteScreeningPerso (1 more) ..."
00:39:12.0 (137648289)|HEAP_ALLOCATE|[35]|Bytes:6
00:39:12.0 (137666283)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.DENIED|"Denied"
00:39:12.0 (137669240)|HEAP_ALLOCATE|[35]|Bytes:12
00:39:12.0 (137687416)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.DENTAL_EXAMS_RECORD_TYPE|"Dental_Exams"
00:39:12.0 (137690287)|HEAP_ALLOCATE|[35]|Bytes:21
00:39:12.0 (137709428)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.DEPENDENCY_TERMINATED|"Dependency Terminate (1 more) ..."
00:39:12.0 (137729499)|HEAP_ALLOCATE|[35]|Bytes:15
00:39:12.0 (137748778)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.DEPENDENT_CHILD_SUBTYPE|"Dependent Child"
00:39:12.0 (137751726)|HEAP_ALLOCATE|[35]|Bytes:37
00:39:12.0 (137770091)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.DESCRIBE_PLACEMENT_INSTABILITY|"DescribePlacementIns (17 more) ..."
00:39:12.0 (137772941)|HEAP_ALLOCATE|[35]|Bytes:16
00:39:12.0 (137793095)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.DESERIALIZE_TOKEN|"deserializeToken"
00:39:12.0 (137796207)|HEAP_ALLOCATE|[35]|Bytes:9
00:39:12.0 (137814827)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.DETENTION|"Detention"
00:39:12.0 (137817656)|HEAP_ALLOCATE|[35]|Bytes:34
00:39:12.0 (137836481)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.DID_HOSPITAL_NOTIFY_WITHIN_48HR|"Did_hospital_notify_ (14 more) ..."
00:39:12.0 (137839365)|HEAP_ALLOCATE|[35]|Bytes:42
00:39:12.0 (137857343)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.DID_HOSPITAL_SUBMIT_BIRTH_CERTI_OF_BABY|"Did_hospital_submit_ (22 more) ..."
00:39:12.0 (137860368)|HEAP_ALLOCATE|[35]|Bytes:14
00:39:12.0 (137878458)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.DID_NOT_ATTEND_PICKLIST_VALUE|"Did Not Attend"
00:39:12.0 (137881363)|HEAP_ALLOCATE|[35]|Bytes:41
00:39:12.0 (137899554)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.DID_PARENT_PERSON_ACCEPT_BRACELET_CODE|"Did_parent_person_ac (21 more) ..."
00:39:12.0 (137902465)|HEAP_ALLOCATE|[35]|Bytes:43
00:39:12.0 (137920541)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.DID_PARENT_PROVIDE_MEDICAL_QUESTIONNAIRE|"Did_parent_provide_m (23 more) ..."
00:39:12.0 (137923481)|HEAP_ALLOCATE|[35]|Bytes:41
00:39:12.0 (137941571)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.DID_PERSON_STATE_THEY_HAVE_TRIBAL_AFFI|"Did_person_state_the (21 more) ..."
00:39:12.0 (137944453)|HEAP_ALLOCATE|[35]|Bytes:41
00:39:12.0 (137962671)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.DID_THEY_DECLINE_OPT_TO_RETURN_BY_MAIL|"Did_they_decline_opt (21 more) ..."
00:39:12.0 (137965455)|HEAP_ALLOCATE|[35]|Bytes:31
00:39:12.0 (137984663)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.DISABLE_TRIGGER_FLAG|"DisableTriggerFlagPe (11 more) ..."
00:39:12.0 (137987525)|HEAP_ALLOCATE|[35]|Bytes:18
00:39:12.0 (138006839)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.DISABLE_TRIGGER_FLAG_PS|"DisableTriggerFlag"
00:39:12.0 (138010269)|HEAP_ALLOCATE|[35]|Bytes:18
00:39:12.0 (138030678)|VARIABLE_ASSIGNMENT|[35]|CARES_AppConstants.DISABLE_TRIGGER_FLAG_PSET|"DisableTriggerFlag"
00:39:12.0 (138033507)|HEAP_ALLOCATE|[35]|Bytes:12
